AUD,20180702,2.7810,2.7810,2.7810,2.7810,0
BGN,20180702,2.2446,2.2446,2.2446,2.2446,0
BRL,20180702,0.9724,0.9724,0.9724,0.9724,0
CAD,20180702,2.8637,2.8637,2.8637,2.8637,0
CHF,20180702,3.8019,3.8019,3.8019,3.8019,0
CLP,20180702,0.5765,0.5765,0.5765,0.5765,0
CNY,20180702,0.5664,0.5664,0.5664,0.5664,0
CZK,20180702,0.1690,0.1690,0.1690,0.1690,0
DKK,20180702,0.5891,0.5891,0.5891,0.5891,0
EUR,20180702,4.3899,4.3899,4.3899,4.3899,0
GBP,20180702,4.9660,4.9660,4.9660,4.9660,0
HKD,20180702,0.4805,0.4805,0.4805,0.4805,0
HRK,20180702,0.5942,0.5942,0.5942,0.5942,0
HUF,20180702,1.3303,1.3303,1.3303,1.3303,0
IDR,20180702,2.6219,2.6219,2.6219,2.6219,0
ILS,20180702,1.0298,1.0298,1.0298,1.0298,0
INR,20180702,5.4929,5.4929,5.4929,5.4929,0
ISK,20180702,3.5632,3.5632,3.5632,3.5632,0
JPY,20180702,3.4022,3.4022,3.4022,3.4022,0
KRW,20180702,0.3371,0.3371,0.3371,0.3371,0
MXN,20180702,0.1886,0.1886,0.1886,0.1886,0
MYR,20180702,0.9332,0.9332,0.9332,0.9332,0
NOK,20180702,0.4612,0.4612,0.4612,0.4612,0
NZD,20180702,2.5473,2.5473,2.5473,2.5473,0
PHP,20180702,0.0706,0.0706,0.0706,0.0706,0
RON,20180702,0.9412,0.9412,0.9412,0.9412,0
RUB,20180702,0.0598,0.0598,0.0598,0.0598,0
SEK,20180702,0.4200,0.4200,0.4200,0.4200,0
SGD,20180702,2.7576,2.7576,2.7576,2.7576,0
THB,20180702,0.1138,0.1138,0.1138,0.1138,0
TRY,20180702,0.8142,0.8142,0.8142,0.8142,0
UAH,20180702,0.1437,0.1437,0.1437,0.1437,0
USD,20180702,3.7703,3.7703,3.7703,3.7703,0
XDR,20180702,5.2965,5.2965,5.2965,5.2965,0
ZAR,20180702,0.2734,0.2734,0.2734,0.2734,0
