AUD,20180703,2.7886,2.7886,2.7886,2.7886,0
BGN,20180703,2.2486,2.2486,2.2486,2.2486,0
BRL,20180703,0.9636,0.9636,0.9636,0.9636,0
CAD,20180703,2.8649,2.8649,2.8649,2.8649,0
CHF,20180703,3.7973,3.7973,3.7973,3.7973,0
CLP,20180703,0.5734,0.5734,0.5734,0.5734,0
CNY,20180703,0.5668,0.5668,0.5668,0.5668,0
CZK,20180703,0.1682,0.1682,0.1682,0.1682,0
DKK,20180703,0.5903,0.5903,0.5903,0.5903,0
EUR,20180703,4.3978,4.3978,4.3978,4.3978,0
GBP,20180703,4.9754,4.9754,4.9754,4.9754,0
HKD,20180703,0.4807,0.4807,0.4807,0.4807,0
HRK,20180703,0.5957,0.5957,0.5957,0.5957,0
HUF,20180703,1.3405,1.3405,1.3405,1.3405,0
IDR,20180703,2.6229,2.6229,2.6229,2.6229,0
ILS,20180703,1.0299,1.0299,1.0299,1.0299,0
INR,20180703,5.4952,5.4952,5.4952,5.4952,0
ISK,20180703,3.5295,3.5295,3.5295,3.5295,0
JPY,20180703,3.4002,3.4002,3.4002,3.4002,0
KRW,20180703,0.3388,0.3388,0.3388,0.3388,0
MXN,20180703,0.1909,0.1909,0.1909,0.1909,0
MYR,20180703,0.9319,0.9319,0.9319,0.9319,0
NOK,20180703,0.4637,0.4637,0.4637,0.4637,0
NZD,20180703,2.5400,2.5400,2.5400,2.5400,0
PHP,20180703,0.0706,0.0706,0.0706,0.0706,0
RON,20180703,0.9444,0.9444,0.9444,0.9444,0
RUB,20180703,0.0597,0.0597,0.0597,0.0597,0
SEK,20180703,0.4254,0.4254,0.4254,0.4254,0
SGD,20180703,2.7609,2.7609,2.7609,2.7609,0
THB,20180703,0.1137,0.1137,0.1137,0.1137,0
TRY,20180703,0.8098,0.8098,0.8098,0.8098,0
UAH,20180703,0.1434,0.1434,0.1434,0.1434,0
USD,20180703,3.7723,3.7723,3.7723,3.7723,0
XDR,20180703,5.3115,5.3115,5.3115,5.3115,0
ZAR,20180703,0.2749,0.2749,0.2749,0.2749,0
